meal,parking,room_type,lead_time,market,repeated,canceled_book,price,special_requests,num of people,nights,output
Meal Plan 1,0,Room_Type 2,111,Online,0,0,76,0,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,65,Online,0,0,76,1,2,3,Canceled
Meal Plan 1,0,Room_Type 4,133,Online,0,0,90,0,2,3,Canceled
Meal Plan 2,0,Room_Type 1,39,Offline,0,0,101,0,2,2,Not_Canceled
Meal Plan 2,0,Room_Type 1,126,Online,0,0,139,0,2,1,Canceled
Meal Plan 1,0,Room_Type 1,5,Online,0,0,130,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,12,Online,0,0,152,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,120,Online,0,0,105,1,2,2,Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,141,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,37,Offline,0,0,105,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,1,Offline,0,0,75,1,2,3,Not_Canceled
Not Selected,0,Room_Type 1,119,Online,0,0,79,2,1,2,Canceled
Meal Plan 1,0,Room_Type 4,142,Online,0,0,114,0,2,3,Not_Canceled
Not Selected,0,Room_Type 1,24,Online,0,0,139,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,110,Online,0,0,108,0,2,3,Not_Canceled
Not Selected,0,Room_Type 1,23,Online,0,0,79,1,2,3,Canceled
Meal Plan 1,0,Room_Type 1,83,Online,0,0,94,2,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 4,32,Online,0,0,87,2,2,3,Not_Canceled
Meal Plan 1,1,Room_Type 1,2,Online,0,0,106,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,27,Corporate,0,0,65,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,79,Online,0,0,126,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Online,0,0,121,1,2,1,Not_Canceled
Meal Plan 2,0,Room_Type 1,27,Offline,0,0,91,1,2,3,Not_Canceled
Not Selected,0,Room_Type 1,207,Offline,0,0,63,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,4,Online,0,0,128,3,1,2,Not_Canceled
Not Selected,0,Room_Type 1,148,Online,0,0,74,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,16,Offline,0,0,75,0,1,3,Not_Canceled
Not Selected,0,Room_Type 1,1,Online,0,0,81,1,2,1,Canceled
Meal Plan 1,0,Room_Type 4,5,Online,0,0,119,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,212,Online,0,0,90,0,2,5,Canceled
Meal Plan 2,0,Room_Type 1,191,Offline,0,0,80,1,2,7,Not_Canceled
Meal Plan 1,0,Room_Type 1,26,Offline,0,0,85,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,4,Online,0,0,125,1,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,154,Online,0,0,146,0,3,1,Canceled
Meal Plan 1,0,Room_Type 4,18,Online,0,0,107,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,139,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,23,Online,0,0,130,2,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,1,Offline,0,0,80,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,10,Online,0,0,87,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,200,Online,0,0,150,0,3,6,Canceled
Not Selected,0,Room_Type 1,95,Online,0,0,79,2,2,3,Canceled
Meal Plan 1,0,Room_Type 1,82,Online,0,0,124,0,3,3,Canceled
Meal Plan 1,0,Room_Type 1,19,Offline,0,0,58,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,18,Online,0,0,71,0,2,5,Canceled
Meal Plan 1,0,Room_Type 4,11,Corporate,0,0,90,0,2,3,Canceled
Meal Plan 1,0,Room_Type 2,48,Online,0,0,126,1,3,2,Not_Canceled
Meal Plan 1,0,Room_Type 5,58,Online,0,0,96,0,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,95,0,1,1,Canceled
Meal Plan 1,0,Room_Type 1,178,Online,0,0,92,1,3,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,42,Offline,0,0,72,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,178,Online,0,0,99,2,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,76,Online,0,0,120,0,1,1,Canceled
Not Selected,0,Room_Type 1,58,Online,0,0,99,3,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,45,Offline,0,0,75,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,65,Online,0,0,132,0,3,1,Canceled
Meal Plan 1,0,Room_Type 1,213,Online,0,0,130,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,60,Online,0,0,115,0,2,2,Not_Canceled
Not Selected,0,Room_Type 1,83,Online,0,0,77,1,1,2,Not_Canceled
Not Selected,0,Room_Type 1,131,Online,0,0,94,0,2,2,Canceled
Meal Plan 2,0,Room_Type 1,102,Online,0,0,101,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,161,Online,0,0,121,0,3,2,Canceled
Meal Plan 1,0,Room_Type 4,65,Online,0,0,118,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,13,Online,0,0,91,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,14,Offline,0,0,110,1,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,109,Online,0,0,104,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,219,Offline,0,0,76,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,68,Online,0,0,78,1,2,2,Not_Canceled
Not Selected,0,Room_Type 1,73,Online,0,0,79,2,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,3,Corporate,0,0,123,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,60,0,1,3,Canceled
Meal Plan 1,0,Room_Type 4,4,Online,0,0,137,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,29,Online,0,0,79,1,2,7,Not_Canceled
Meal Plan 1,0,Room_Type 1,41,Offline,0,0,58,0,2,6,Not_Canceled
Meal Plan 1,0,Room_Type 1,15,Corporate,0,0,81,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,103,Offline,0,0,61,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,57,Offline,0,0,75,1,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,164,Offline,0,0,100,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Online,0,0,111,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,145,Offline,0,0,72,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,105,Online,0,0,78,0,2,1,Not_Canceled
Not Selected,0,Room_Type 1,53,Online,0,0,65,0,2,5,Not_Canceled
Not Selected,1,Room_Type 1,12,Online,0,0,150,1,3,2,Not_Canceled
Meal Plan 2,0,Room_Type 1,4,Offline,0,0,109,0,2,3,Not_Canceled
Not Selected,0,Room_Type 1,31,Online,0,0,141,1,2,4,Not_Canceled
Meal Plan 2,0,Room_Type 1,104,Online,0,0,114,1,2,2,Canceled
Not Selected,0,Room_Type 1,2,Online,0,0,119,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Online,0,0,124,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,164,Offline,0,0,100,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,105,Online,0,0,123,0,3,3,Canceled
Meal Plan 1,0,Room_Type 1,159,Online,0,0,114,1,2,4,Canceled
Meal Plan 1,0,Room_Type 1,71,Offline,0,0,120,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,54,Offline,0,0,90,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,68,Offline,0,0,65,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,11,Online,0,0,90,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,58,Online,0,0,105,0,2,2,Canceled
Not Selected,1,Room_Type 1,90,Online,0,0,85,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 6,23,Online,0,0,147,1,4,4,Canceled
Meal Plan 1,0,Room_Type 4,135,Online,0,0,132,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,21,Corporate,0,0,66,0,1,1,Canceled
Meal Plan 1,0,Room_Type 1,14,Online,0,0,97,1,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,219,Online,0,0,96,0,2,2,Canceled
Not Selected,0,Room_Type 1,217,Online,0,0,80,1,2,6,Not_Canceled
Not Selected,0,Room_Type 1,8,Online,0,0,119,0,1,1,Canceled
Meal Plan 1,0,Room_Type 1,61,Online,0,0,55,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,110,Offline,0,0,70,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,43,Online,0,0,110,1,2,3,Not_Canceled
Not Selected,0,Room_Type 1,220,Online,0,0,80,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,6,Online,0,0,95,2,2,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,122,Offline,0,0,86,0,1,3,Not_Canceled
Not Selected,0,Room_Type 1,30,Online,0,0,98,0,2,1,Canceled
Meal Plan 1,0,Room_Type 4,78,Online,0,0,97,0,2,4,Canceled
Meal Plan 2,0,Room_Type 4,80,Offline,0,0,108,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,59,Offline,0,0,85,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,111,Online,0,0,59,0,2,2,Canceled
Not Selected,0,Room_Type 1,2,Online,0,0,89,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,32,Online,0,0,130,0,1,2,Canceled
Meal Plan 1,0,Room_Type 1,8,Online,0,0,104,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,22,Online,0,0,149,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,133,Offline,0,0,72,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,113,Online,0,0,80,0,1,7,Canceled
Meal Plan 1,0,Room_Type 4,180,Online,0,0,130,1,3,4,Canceled
Meal Plan 1,0,Room_Type 1,28,Online,0,0,96,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,74,Offline,0,0,102,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,5,Online,0,0,143,1,2,4,Canceled
Meal Plan 1,0,Room_Type 1,125,Online,0,0,136,2,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,65,Online,0,0,68,1,1,4,Canceled
Not Selected,0,Room_Type 1,52,Online,0,0,108,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,14,Offline,0,0,100,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 6,0,Online,0,0,153,0,3,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,144,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,30,Online,0,0,114,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,180,Online,0,0,70,0,2,1,Canceled
Meal Plan 1,0,Room_Type 1,36,Offline,0,0,85,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,86,Offline,0,0,105,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,97,Online,0,0,141,2,3,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Online,0,0,126,3,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,58,Online,0,0,90,1,2,3,Canceled
Meal Plan 1,0,Room_Type 4,13,Online,0,0,131,0,3,6,Not_Canceled
Meal Plan 1,0,Room_Type 4,40,Online,0,0,149,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,8,Corporate,0,0,65,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,85,Online,0,0,98,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,59,Online,0,0,85,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,221,Offline,0,0,96,1,3,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,31,Corporate,0,0,95,1,1,5,Not_Canceled
Not Selected,0,Room_Type 1,64,Online,0,0,94,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,69,Online,0,0,120,0,1,6,Canceled
Meal Plan 1,0,Room_Type 1,34,Online,0,0,138,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,60,0,1,3,Canceled
Meal Plan 1,0,Room_Type 1,180,Online,0,0,120,0,1,3,Canceled
Meal Plan 1,0,Room_Type 1,10,Online,0,0,120,0,1,1,Canceled
Meal Plan 1,0,Room_Type 1,33,Offline,0,0,75,1,3,3,Not_Canceled
Not Selected,0,Room_Type 1,16,Online,0,0,85,2,2,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,50,Online,0,0,131,0,2,2,Canceled
Not Selected,0,Room_Type 4,15,Online,0,0,115,2,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,24,Online,0,0,119,0,2,4,Not_Canceled
Meal Plan 2,0,Room_Type 1,80,Online,0,0,88,1,2,7,Not_Canceled
Meal Plan 1,0,Room_Type 1,220,Online,0,0,96,1,2,2,Canceled
Meal Plan 2,0,Room_Type 1,117,Online,0,0,94,0,2,3,Canceled
Not Selected,0,Room_Type 1,2,Online,0,0,127,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,99,Corporate,0,0,86,0,2,2,Not_Canceled
Meal Plan 1,1,Room_Type 1,49,Online,0,0,115,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,35,Online,0,0,93,1,3,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,0,Online,0,0,106,0,2,2,Canceled
Not Selected,0,Room_Type 1,1,Online,0,0,119,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,53,Online,0,0,121,1,2,6,Not_Canceled
Meal Plan 1,0,Room_Type 1,148,Offline,0,0,67,0,2,5,Not_Canceled
Not Selected,0,Room_Type 1,11,Online,0,0,79,0,2,7,Canceled
Meal Plan 1,0,Room_Type 4,158,Online,0,0,146,2,3,3,Canceled
Meal Plan 1,0,Room_Type 1,30,Online,0,0,135,1,2,2,Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,95,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,19,Offline,0,0,95,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,12,Online,0,0,97,1,1,2,Not_Canceled
Meal Plan 1,1,Room_Type 4,59,Online,0,0,139,1,3,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,91,Online,0,0,80,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,27,Offline,0,0,108,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,180,Online,0,0,108,1,2,3,Canceled
Not Selected,0,Room_Type 1,72,Online,0,0,79,1,2,2,Canceled
Meal Plan 1,0,Room_Type 1,0,Online,0,0,90,0,3,1,Not_Canceled
Meal Plan 1,0,Room_Type 2,54,Offline,0,0,95,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,14,Offline,0,0,100,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,34,Offline,0,0,80,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,86,Corporate,0,0,100,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,104,Online,0,0,76,0,1,4,Canceled
Meal Plan 1,0,Room_Type 4,128,Online,0,0,97,1,2,3,Not_Canceled
Not Selected,0,Room_Type 1,150,Online,0,0,89,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,29,Online,0,0,95,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 2,127,Online,0,0,94,1,2,7,Canceled
Meal Plan 1,0,Room_Type 1,34,Online,0,0,105,1,2,1,Not_Canceled
Not Selected,0,Room_Type 1,0,Online,0,0,75,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,169,Offline,0,0,72,0,2,6,Not_Canceled
Meal Plan 1,0,Room_Type 4,176,Online,0,0,130,2,3,5,Canceled
Meal Plan 1,0,Room_Type 1,9,Online,0,0,127,0,2,6,Not_Canceled
Meal Plan 1,0,Room_Type 1,168,Online,0,0,85,0,2,3,Canceled
Meal Plan 1,0,Room_Type 4,4,Online,0,0,118,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,132,Online,0,0,55,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,69,Online,0,0,120,0,1,6,Canceled
Meal Plan 2,0,Room_Type 1,74,Offline,0,0,101,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,192,Offline,0,0,95,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,47,Online,0,0,140,0,2,4,Canceled
Not Selected,0,Room_Type 2,34,Online,0,0,94,0,2,5,Not_Canceled
Meal Plan 2,1,Room_Type 1,14,Online,0,0,113,3,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,183,Online,0,0,112,1,2,5,Canceled
Meal Plan 1,0,Room_Type 1,210,Online,0,0,90,1,2,5,Not_Canceled
Not Selected,0,Room_Type 1,158,Online,0,0,79,1,3,2,Canceled
Not Selected,0,Room_Type 1,4,Offline,0,0,144,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,5,Offline,0,0,70,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,11,Online,0,0,150,1,3,1,Canceled
Meal Plan 1,0,Room_Type 1,34,Offline,0,0,100,0,3,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,33,Corporate,0,0,62,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,119,Offline,0,0,83,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,89,Online,0,0,113,1,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,217,Online,0,0,96,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,193,Online,0,0,90,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,91,Online,0,0,59,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,64,Online,0,0,103,1,2,4,Not_Canceled
Meal Plan 2,0,Room_Type 2,110,Offline,0,0,98,1,2,1,Not_Canceled
Not Selected,0,Room_Type 1,11,Online,0,0,99,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,13,Online,0,0,81,0,1,10,Not_Canceled
Meal Plan 1,0,Room_Type 1,60,Online,0,0,105,0,2,1,Canceled
Meal Plan 1,0,Room_Type 4,101,Online,0,0,142,0,3,2,Canceled
Meal Plan 1,0,Room_Type 1,11,Online,0,0,130,1,2,1,Canceled
Meal Plan 1,0,Room_Type 1,7,Offline,0,0,65,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,150,Online,0,0,131,2,3,10,Canceled
Not Selected,0,Room_Type 1,213,Online,0,0,92,1,2,7,Not_Canceled
Not Selected,0,Room_Type 1,39,Online,0,0,94,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,11,Corporate,0,0,90,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,58,Online,0,0,79,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,93,Online,0,0,115,0,1,3,Canceled
Meal Plan 1,0,Room_Type 1,13,Online,0,0,105,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,71,Online,0,0,132,0,2,4,Canceled
Meal Plan 1,0,Room_Type 4,7,Offline,0,0,147,1,3,2,Not_Canceled
Meal Plan 1,0,Room_Type 6,10,Online,0,0,97,1,4,1,Not_Canceled
Not Selected,0,Room_Type 1,9,Online,0,0,108,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Online,0,0,90,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,176,Online,0,0,90,0,2,4,Canceled
Not Selected,0,Room_Type 1,117,Online,0,0,112,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,50,Offline,0,0,74,0,2,3,Not_Canceled
Not Selected,0,Room_Type 1,97,Online,0,0,125,1,2,4,Not_Canceled
Not Selected,0,Room_Type 1,64,Online,0,0,65,2,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,147,Online,0,0,89,0,1,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,159,Offline,0,0,70,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,174,Online,0,0,70,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,147,Online,0,0,72,2,2,3,Canceled
Meal Plan 1,0,Room_Type 4,28,Corporate,0,0,90,1,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,189,Online,0,0,96,4,2,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,102,Offline,0,0,109,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,60,Offline,0,0,75,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,63,Offline,0,0,58,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,97,Online,0,0,89,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,193,Offline,0,0,72,1,2,4,Not_Canceled
Meal Plan 2,0,Room_Type 1,39,Offline,0,0,87,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,25,Online,0,0,100,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,76,Online,0,0,132,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,158,Online,0,0,131,1,3,3,Canceled
Meal Plan 1,0,Room_Type 1,44,Offline,0,0,85,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,50,Online,0,0,62,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,7,Online,0,0,93,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,38,Offline,0,0,118,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,31,Online,0,0,72,0,1,3,Canceled
Meal Plan 1,0,Room_Type 1,58,Offline,0,0,81,0,1,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,5,Offline,0,0,116,0,3,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,117,Offline,0,0,94,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,59,Online,0,0,119,1,3,4,Not_Canceled
Not Selected,0,Room_Type 1,54,Online,0,0,116,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,26,Offline,0,0,95,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,63,Online,0,0,144,2,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,52,Online,0,0,140,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,13,Online,0,0,96,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,35,Offline,0,0,60,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,19,Online,0,0,124,2,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,20,Offline,0,0,66,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,12,Offline,0,0,64,1,3,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,3,Offline,0,0,120,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,21,Corporate,0,0,84,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,19,Offline,0,0,87,0,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,178,Online,0,0,90,2,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,6,Online,0,0,110,2,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,4,Offline,0,0,70,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,219,Offline,0,0,76,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,190,Online,0,0,90,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,18,Online,0,0,110,0,3,4,Canceled
Meal Plan 2,0,Room_Type 1,23,Offline,0,0,87,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,167,Online,0,0,90,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,79,Offline,0,0,95,0,2,7,Not_Canceled
Meal Plan 1,0,Room_Type 4,62,Online,0,0,140,0,2,1,Canceled
Meal Plan 1,0,Room_Type 4,5,Online,0,0,155,2,2,5,Not_Canceled
Not Selected,0,Room_Type 1,0,Online,0,0,97,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,10,Online,0,0,79,1,3,3,Not_Canceled
Meal Plan 1,0,Room_Type 2,43,Online,0,0,86,0,4,3,Canceled
Meal Plan 1,0,Room_Type 1,68,Offline,0,0,80,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,12,Offline,0,0,75,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,99,Corporate,0,0,81,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,75,Online,0,0,80,0,2,4,Canceled
Not Selected,0,Room_Type 1,26,Online,0,0,66,0,1,14,Canceled
Not Selected,0,Room_Type 1,39,Online,0,0,88,0,2,2,Not_Canceled
Meal Plan 2,0,Room_Type 1,55,Offline,0,0,104,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,115,Online,0,0,132,0,2,6,Canceled
Meal Plan 1,0,Room_Type 1,71,Offline,0,0,120,0,1,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,5,Offline,0,0,125,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,103,Online,0,0,115,0,1,2,Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,90,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,141,Offline,0,0,90,1,2,1,Not_Canceled
Not Selected,1,Room_Type 1,4,Online,0,0,86,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,147,Online,0,0,138,1,3,4,Canceled
Not Selected,0,Room_Type 1,48,Online,0,0,108,1,2,3,Canceled
Not Selected,0,Room_Type 1,53,Online,0,0,108,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,37,Offline,0,0,105,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,160,Online,0,0,85,1,2,5,Canceled
Meal Plan 1,0,Room_Type 4,52,Online,0,0,82,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,129,Online,0,0,112,1,2,5,Canceled
Meal Plan 1,0,Room_Type 1,134,Online,0,0,89,2,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,77,Online,0,0,90,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,24,Online,0,0,109,1,2,3,Canceled
Meal Plan 1,0,Room_Type 4,139,Online,0,0,139,1,3,6,Not_Canceled
Meal Plan 1,0,Room_Type 1,30,Online,0,0,68,0,1,3,Canceled
Meal Plan 2,0,Room_Type 1,74,Offline,0,0,109,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,143,Offline,0,0,112,1,2,3,Not_Canceled
Not Selected,0,Room_Type 1,0,Online,0,0,89,0,2,1,Canceled
Meal Plan 1,0,Room_Type 1,122,Online,0,0,105,2,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,15,Online,0,0,107,3,2,2,Not_Canceled
Meal Plan 2,0,Room_Type 1,102,Online,0,0,101,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,19,Online,0,0,109,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,35,Offline,0,0,89,3,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,27,Offline,0,0,108,0,2,2,Not_Canceled
